,Date,Close,High,Low,Open,Volume
0,2025-02-07,105.03507232666016,105.84533844800303,104.48525177833046,104.92896596125456,10051600
1,2025-02-10,107.04142761230469,107.09930112996244,105.99001209930286,106.1154145332917,12142200
2,2025-02-11,107.71665954589844,108.52692571268362,106.89675269757096,107.64913797860791,12713100
3,2025-02-12,104.47581481933594,107.27871059103953,104.3103681731244,107.10352960530805,18244100
4,2025-02-13,105.23493194580078,105.50744148165113,103.66803738400804,104.28117455826428,15460000
5,2025-02-14,105.34197998046875,107.2787050632404,105.20572893471221,105.61448207198181,15733500
6,2025-02-18,107.19111633300781,108.01835698878502,105.41984522264791,105.72154292148859,20060300
7,2025-02-19,107.34683227539062,109.12783023727074,107.11325268602502,107.79451535065354,10964700
8,2025-02-20,109.0013198852539,109.41007305279345,107.00620347087533,107.60960630757108,16325800
9,2025-02-21,107.72639465332031,108.85533301866793,107.59987051379713,108.33952439634419,14710000
10,2025-02-24,108.29085540771484,108.86506261755424,107.36629366363685,107.9599621267186,13153500
11,2025-02-25,106.7920913696289,109.1278278103379,105.97457767528071,108.32005588006983,14497000
12,2025-02-26,106.5293197631836,106.92834599733528,105.61448492400676,106.80182186205533,10446400
13,2025-02-27,107.20084381103516,108.31032084073512,106.35413453042203,107.0645927670457,15293200
14,2025-02-28,108.34925079345703,108.59255728993469,106.41252573540493,107.1619139026261,18821700
15,2025-03-03,104.87483978271484,109.1570358287662,103.65830723696874,108.70934531782127,18706900
16,2025-03-04,104.66072845458984,106.0427076390864,103.10356828719051,103.51232143892183,19394900
17,2025-03-05,102.61695098876953,103.48312152777669,100.89433682458672,103.00623544553112,24822200
18,2025-03-06,104.73858642578125,105.21546509418013,101.56586753728773,102.60721907651602,17150200
19,2025-03-07,106.1010971069336,107.44415376248197,105.40038061179452,105.5074360676752,19625000
20,2025-03-10,108.80667114257812,109.55605190497604,106.15949520116564,106.35413743357088,22749100
21,2025-03-11,106.23735809326172,109.09863760185188,105.87726178540707,108.92345661764224,19904700
22,2025-03-12,106.20816040039062,107.18138648921528,105.51717076834021,106.13030795638025,14051500
23,2025-03-13,105.76046752929688,107.85290491217184,104.7483115993219,105.42957425369694,17767800
24,2025-03-14,108.90399932861328,109.176501441721,105.4101138566589,106.02325103627696,15890100
25,2025-03-17,110.71419525146484,111.43438043462734,108.73854759859151,108.80667312368627,19908800
26,2025-03-18,110.59740447998047,111.47330938428212,109.55605293406776,111.03535321956865,15998700
27,2025-03-19,112.32001495361328,112.71903374803493,110.78231610897609,111.14240497282307,17315000
28,2025-03-20,112.7968978881836,113.35163642594821,111.15214352835284,111.64849088060285,16230800
29,2025-03-21,112.40760040283203,112.88447905277876,111.28838904366629,112.40760040283203,41102800
30,2025-03-24,112.69956970214844,113.77985111716558,112.48545880185677,112.58277991331893,14207500
31,2025-03-25,113.46841430664062,114.49030456345824,112.85528460762507,113.312702009722,12081800
32,2025-03-26,115.10343933105469,115.98907858264576,114.52923953726516,114.52923953726516,14110800
33,2025-03-27,114.73361206054688,115.88201903269292,114.1204823561861,114.93798862866713,12740800
34,2025-03-28,114.5779037475586,115.28835459119372,114.10101764689902,114.9379926264797,10233400
35,2025-03-31,115.74577331542969,116.69953810235418,114.63629622306115,114.63629622306115,21652300
36,2025-04-01,115.85282135009766,116.0863935058592,114.77253992015368,116.02800232320006,12425400
37,2025-04-02,115.49272155761719,115.65816818687688,114.50976869545687,115.22021947998364,12614600
38,2025-04-03,109.4197998046875,112.35893906643436,109.22515757415465,111.30786062638177,21204600
39,2025-04-04,101.54639434814453,107.86263625212412,101.05005444854514,106.92834021007685,30841300
40,2025-04-07,100.18388366699219,102.96731053351164,95.82382805698536,97.70215447494954,35068500
41,2025-04-08,98.07198333740234,102.77266682330787,96.35911087835369,102.63641577372731,27147800
42,2025-04-09,102.96731567382812,103.7264307798435,95.50266647271802,96.70947208112092,30063300
43,2025-04-10,97.25447082519531,101.00138929947718,95.18150219607828,100.93326377904023,33999300
44,2025-04-11,100.37853240966797,101.14738186644708,96.14500065282763,97.61457404110797,22884600
45,2025-04-14,100.62183380126953,102.27631500253179,99.96977417460586,102.2179238195843,18020000
46,2025-04-15,100.339599609375,102.58775672953735,100.2422784939205,100.8651425429795,13164900
47,2025-04-16,101.40042114257812,102.76293162702109,100.92353504789783,101.16684155228053,13607000
